,LoanID,Loanscore,Subject..Property.City,Subject..PropertyState,distancemiles,Male.Female,curbal,OrigTransdays,Origination.UPB,Repeat,Lending.Value,Interest.Rate,LTV,Credit.Score,Open.Current.Mortgage.Late,Closed.Past.Mortgage.Late,Foreclosure,Open.Current.Auto.Late,Closed.Past.Auto.Late,Open.Current.Revolving.Late,Closed.Revolving.Late,Open.Current.Education.Late,Closed.Past.Education.Late,Open.Current.Installment.Late,Closed.Past.Installment.Late,Bankrupcy,Charge.offs,Collections,Debt.High.Credit....,DOM,Yearbuilt,X..of.comarable.properties,Comparable.properties.lower.price,Comparable.properties.upper.price,X..of.comparable.sales,Comparable.sale.lower.price.range,Comparable.sale.upper.price.range,Rooms,Bedrooms,Baths,Square.feet.of.gross.living.area,Sale.Price,Price.of.Prior.Sale.Transfer,Appraisal.price,Indicated.Value.by.Cost.Approach,Indicated.Value.by.Income.Approach,Appraisal.Monthly.Rent,Market.Rent,Total...of.Comarable.Sales...prior.7.12.months.,Total...of.Comarable.Sales...prior.4.6.months.,Total...of.Comarable.Sales...prior.current.3.months.,Absorption.Rate...prior.7.12.months.,Absorption.Rate...prior.4.6.months.,Absorption.Rate...prior.current.3.months.,Total...of.Comparable.Active.listings.prior.7.12.months.,Total...of.Comparable.Active.listings.prior.4.6.months.,Total...of.Comparable.Active.listings.prior.current.3.months.,Median.Comparable.Sale.Price..prior.7.12.months.,Median.Comparable.Sale.Price..prior.4.6.months.,Median.Comparable.Sale.Price..prior.current.3.months.,Median.Comparable.sales.Days.on.market.prior.7.12.months.,Median.Comparable.sales.Days.on.market.prior.4.6.months.,Median.Comparable.sales.Days.on.market.prior.current.3.months.,Median.Comparable.List.Price.prior.7.12.months.,Median.Comparable.List.Price.prior.4.6.months.,Median.Comparable.List.Price.prior.current.3.months.,median.Comparable.listings.Days.on.Market.prior.7.12.months.,median.Comparable.listings.Days.on.Market.prior.4.6.months.,median.Comparable.listings.Days.on.Market.prior.current.3.months.,Median.Sale.Price.a.s..of.List.Price.prior.7.12.months.,Median.Sale.Price.a.s..of.List.Price.prior.4.6.months.,Median.Sale.Price.a.s..of.List.Price.prior.current.3.months.,Months.of.Housing.Supply.prior.7.12.months.,Months.of.Housing.Supply.prior.4.6.months.,Months.of.Housing.Supply.prior.current.3.months.,Foreclosure.sales,VFS.Internal.Value,WLV,X..of.home.purchased.in.last.3.years,X..of.years.investing,X..of.Properties.currently.owned,Current.Rent,Borrower.Rent,Expected.cost.to.Rehab63,Expected.flip.price,Borrower.Age.Group,Size,Origination.Quarter,Loan.Type,Loan.Term,Loan.Purpose,Prime.Sub.Prime,Current.NonCurrent,First.Payment.Default,Occupant,Assignment.Type,Location,Built.up,Growth,Property.Values,Demand.Supply,Marketing.Time,Units,Type,Condition,Rent.Own,Full.or.Part.Time.investor,Classifier,MR.UPB,MR.LV,MR.VFS,MR.APP,MR.MCSP,LV.VFS,APP.VFS,UPB.VFS,logloanscore
524,1412017,500,Newark,NJ,12.74,M,41876.4,-3081.79,42400,2,80000,0.18,0.53,650,N,N,N,N,N,N,N,N,N,N,N,N,0.21,1.17,0.7332,73.26,105,5,65000,115000,6,60000,110000,6,3,2,1151,70219.01,28591.67,80000,93413.42,84995.95,909.01,1090,3.12,1.62,1.87,0.4147,0.5904,0.5187,1.31,1.42,2.86,72534.08,69882.06,74326.76,80.98,69.67,75.62,72449.68,75728.4,79781.31,141.78,111.52,73.23,0.8711,89.4431,0.9069,0,0,0,0.34,66000,3552,0,0,0,0,1950,0,0,4. 45-54,"5. $40,000-$49,999",2014 Q4,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,FT,Good,0.025707547,0.013625,0.016515152,0.013625,0.014664974,1.212121212,1.212121212,0.642424242,2.079441542
525,1412018,600,Pasadena,TX,8.99,M,47259.652,369.91,52709,1,77000,0.15,0.68901,719,N,N,N,N,N,N,N,N,N,N,N,N,0.66,2.17,1.5808,20,60,7,74160,132500,66,45000,153000,7,4,2,1597,75442.25,58563.74,72000,87400,93634.86,1127.65,1200,26,20,20,4.33,6.67,6.67,21.24,18.97,7,93479,103077,100310,58,28,40,95314.55,103679.29,111422,94.87,84.29,95,0.97,96,0.96,5.8312,3.9137,1.05,0,68000,1810,3,1,1,0,1100,15000,125000,2. 25-34,"5. $50,000-$59,000",2014 Q4,Third Party Lending,6 Month,Purchase,Prime,Non Current,OK,vacant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c4,Own,PT,Good,0.02276651,0.015584416,0.017647059,0.016666667,0.011962915,1.132352941,1.058823529,0.775132353,2.104134154
526,1412019,500,Hastings,MI,3.33,F,40810,137,40810,4,77000,0.15,0.53,610,N,N,N,N,N,Y,N,N,N,N,N,N,0,8,0.68,101.37,115,20,30000,130000,36,30000,130000,7,3,2,1808,62776.86,55000,77000,94110,81250,650,1075,14,9,13,2.33,3,4.33,8,14,20,71150,86900,81500,90,58,95,67450,69900,89900,242,148,57,0.97,98,0.96,3.43,4.67,4.62,1,56000,-4380,8.42,10.49,8.93,-3.55E-15,475.74,7655,54846,6. 65+,"5. $40,000-$49,999",2015 Q1,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,FT,Good,0.026341583,0.013961039,0.019196429,0.013961039,0.013190184,1.375,1.375,0.72875,2.079441542
527,1412020,460,Humble,TX,20.57,M,72467.71,792,73140,7,138000,0.18,0.53,603,N,N,N,N,N,N,N,N,N,N,N,N,1.6,4.6,1.9582,86.79,32,1,143888,143888,18,80751,149000,8,4,2.1,2388,117651.69,90000,138000,143293,137200,1400,1600,7,9,2,1.17,3,0.67,6.68,5.79,1,117400,137000,126500,44,9,18,133075.87,128844.62,126745,229.38,110.25,18,0.98,100,1,5.6978,3.2315,1.49,0,118000,29158,150,15,50,0,1200,0,0,4. 45-54,"6. >$60,000",2014 Q4,Third Party Lending,10 Yr,Refi-Cashout,Prime,Non Current,Default,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c3,Own,FT,Bad,0.021875855,0.011594203,0.013559322,0.011594203,0.012648221,1.169491525,1.169491525,0.619830508,2.028148247
528,1412026,500,Chesterfield,MI,2.27,F,58300,853,58300,2,110000,0.15,0.53,542,N,N,N,N,N,N,N,N,N,N,N,N,2.06,4.45,1.058,117.81,44,13,64000,370705,26,77000,335000,6,2,1,1080,119874.37,71610.21,110000,118028,167945.96,1500.27,860,10,8,8,1.67,2.67,2.67,10,12,13,132450,255000,170000,149,61,98,267400,197400,257900,173,114,146,0.96,97,0.95,5.99,4.49,4.87,0,93000,19943,1,1,1,0,1250,23000,0,3. 35-44,"5. $50,000-$59,000",2014 Q4,Third Party Lending,6 Month,Refi-Cashout,Sub Prime,Current,Default,vacant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Good,0.014751286,0.007818182,0.009247312,0.007818182,0.005058824,1.182795699,1.182795699,0.62688172,2.079441542
529,1412027,500,West Mifflin,PA,2131.04,M,28500,129,28500,1,53000,0.15,0.53774,671,N,N,N,N,N,N,N,N,N,N,N,N,1.51,2.16,1.0275,133,65,11,17900,4490,19,15999,43900,7,3,1,1744,44840.49,43000,25000,73371,86025,925,740,9,5,5,1.35,1.67,1.67,15,15,11,30000,25500,37500,117,298,36,31500,29900,37000,117,68,92,0.95,80.32,0.94,11.11,8.98,6.59,1,51000,7099,1,1,1,0,1000,25000,120000,2. 25-34,"3. $20,000-$29,999",2015 Q1,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,vacant,Refinance Transaction,suburban,Over 75%,stable,increasing,in balance,Under 3 mths,1,det.,c5,Rent,PT,Good,0.025964912,0.013962264,0.014509804,0.0296,0.019733333,1.039215686,0.490196078,0.558823529,2.079441542
530,1412028,500,Baltimore,MD,32.14,M,24500,1702.36,24500,1,45000,0.15,0.54444,517,N,N,N,N,N,N,N,N,N,N,N,N,2.6,8.25,3.9622,123.62,95,198,5000,1895000,224,4000,530000,8,5,2,1740,68931.12,26293.95,45000,95738,60000,1200,1280,55,86,83,9.17,28.67,27.67,132,177,198,69680,102500,65000,20,30,35,75000,65000,64425,90,107,62,1,98.82,1,14.39,6.17,7.16,1,39000,3285,5,8,6,0,1200,0,0,4. 45-54,"3. $20,000-$29,999",2015 Q1,Third Party Lending,6 Month,Refi-Cashout,Sub Prime,Current,OK,tenant,Other,urban,Over 75%,stable,stable,over supply,Under 3 mths,1,att.,c4,Own,FT,Good,0.052244898,0.028444444,0.032820513,0.028444444,0.019692308,1.153846154,1.153846154,0.628205128,2.079441542
531,1412030,500,Carbondale,PA,7.74,M,28000,1026,28000,1,40000,0.15,0.7,654,N,N,N,N,N,N,N,N,N,N,N,N,0.29,0.71,0.7751,137.69,80,5,35000,73400,6,25000,72000,6,3,1,1144,40000,47500,40000,105248,39900,716.77,903.8,2,1,3,0.33,0.33,1,3,2,5,31150,69000,46500,32,2,34,49900,64200,49900,198,144,141,0.94,100,0.91,9.09,6.06,5,0,34000,-9064,0,11,1,0,650,0,0,5. 55-64,"3. $20,000-$29,999",2014 Q4,Third Party Lending,6 Month,Purchase,Prime,Current,OK,tenant,Purchase Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,2,det.,c3,Own,PT,Good,0.032278571,0.022595,0.026582353,0.022595,0.019436559,1.176470588,1.176470588,0.823529412,2.079441542
532,1412033,500,Irvington,NJ,2.17,M,67833.91,126,68250,1,130000,0.15,0.525,645,N,N,N,N,N,N,N,N,N,N,N,N,0.33,0.74,0.6241,91.82,113,4,75500,189500,5,71500,185500,5,2,1,840,109584.14,45000,130000,150682.54,136800,1398.03,830,3.33,1.78,2.25,0.5037,0.5701,0.8277,1.39,1.36,3.09,114755.96,108487.75,100424.6,83.31,73.98,79.51,106350.74,113743.08,128054.19,131.33,106.83,62.27,0.8727,90.8185,0.9044,0,0,0,0.43,93000,-2953,0,0,0,0,1347,0,0,2. 25-34,"6. >$60,000",2014 Q4,Third Party Lending,15 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,2,det.,c3,Rent,FT,Good,0.012161172,0.006384615,0.008924731,0.006384615,0.008264907,1.397849462,1.397849462,0.733870968,2.079441542
533,1412035,500,Buffalo,NY,3.71,M,37895,421.51,37895,0,55000,0.18,0.689,550,N,N,N,N,N,N,N,N,N,N,N,N,0,11,1.0866,117.13,105,3,52900,77000,9,50000,69900,6,3,1,1056,56764.66,26443.86,55000,62000,64759,1346.43,965.1,7,1,1,1.17,0.33,0.33,1,4,3,58500,56000,56000,106,130,111,57000,58338,55000,109,118,107,1,98,0.94,0.85,12.12,9.09,0,39000,-18468,7.42,11.4,7.74,-3.51E-15,596.32,6180,39280,2. 25-34,"4. $30,000-$39,000",2015 Q1,Third Party Lending,10 Yr,Purchase,Sub Prime,Current,Default,vacant,Purchase Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,2,det.,c3,Rent,PT,Good,0.02546774,0.017547273,0.024746154,0.017547273,0.017233929,1.41025641,1.41025641,0.971666667,2.079441542
534,1412037,500,Asheville,NC,3.33,F,53000,541,53000,2,120000,0.15,0.44167,486,N,N,N,N,N,Y,N,N,N,N,N,N,1.98,3.93,1.43475,111.33,64,1,179000,179000,6,60000,162000,5,2,1,776,99413.75,42636.98,120000,81360,127500,850,870,3,2,1,0.5,0.67,0.33,2.51,3.02,1,90000,115000,90000,47,4,1,106500,114950,90000,115.25,90.16,7,0.95,100.04,1,4.3512,4.6133,3.03,1,105000,70725,2,2,2,0,1000,0,0,2. 25-34,"5. $50,000-$59,000",2014 Q4,Third Party Lending,6 Month,Refi-Cashout,Sub Prime,Current,OK,vacant,Refinance Transaction,urban,Over 75%,stable,stable,shortage,Under 3 mths,1,att.,c4,Own,PT,Good,0.016415094,0.00725,0.008285714,0.00725,0.009666667,1.142857143,1.142857143,0.504761905,2.079441542
535,1420041,750,State College,PA,2.33,M,95784.626,177,110240,1,160000,0.18,0.689,695,N,N,N,N,N,N,N,N,N,N,Y,N,0,0,0.78,104.09,51,4,190000,220000,4,165000,215000,7,3,1.1,1733,160000,168700,178000,186015,178750,1250,1320,2,2,0,0.33,0.67,0,0,0,4,180000,175000,100416.45,10,118,46.24,185000,182000,189074.03,90,20,377.81,0.97,96,0.5226,0,0,0,0,147000,13029,7,20,10,0,0,10000,210000,3. 35-44,"6. >$60,000",2014 Q4,Third Party Lending,10 Yr,Purchase,Prime,Non Current,Default,others,Purchase Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,FT,Good,0.011973875,0.00825,0.008979592,0.00741573,0.013145257,1.088435374,1.210884354,0.749931973,2.181219397
536,1420048,500,Melbourne,FL,7.41,M,22800,171,22800,1,90000,0.15,0.69512,560,N,N,N,N,Y,N,N,Y,N,N,N,N,0,6,0.77,59,60,9,45000,199000,13,26300,106000,5,1,1,956,42807.9,100,45000,50278,56000,800,916.6,3,4,6,0.5,1.33,2,2,8,9,49000,50750,48450,47,21,25,80950,71950,57500,206,109,73,0.98,100,1,4,6.02,4.5,1,33000,608,0,10,0,0,0,0,89900,3. 35-44,"3. $20,000-$29,999",2014 Q4,Third Party Lending,6 Month,Purchase,Sub Prime,Current,OK,vacant,Other,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c4,Rent,PT,Good,0.040201754,0.010184444,0.027775758,0.020368889,0.018918473,2.727272727,1.363636364,0.690909091,2.079441542
537,1420314,500,MACON,GA,50.3,F,26803.47,11402,28320,1,43000,0.18,0.708,679,N,N,N,N,N,N,N,N,N,N,N,N,1.98,2.99,2.7053,389,50,15,25000,99000,20,11500,66000,8,4,3,1942,37670.76,11875,43000,68900,41175,915,810,60.58,31.75,29.94,9.2458,10.3558,9.3034,64.41,38.81,56.82,40102.77,44138.09,40091.9,111.14,145.27,120.76,49883.32,48555,50852.1,220.19,149.07,124.31,3.5104,82.5199,0.8701,0,0,0,0.63,35000,131,0,5,3,0,800,0,0,3. 35-44,"3. $20,000-$29,999",2014 Q4,Third Party Lending,5 Yr,Purchase,Prime,Current,OK,others,Other,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Good,0.028601695,0.018837209,0.023142857,0.018837209,0.020203582,1.228571429,1.228571429,0.809142857,2.079441542
538,1420581,500,Naples,FL,0.08,M,40000,514.55,40000,1,85000,0.15,0.47059,562,N,N,N,N,N,Y,Y,N,N,N,N,N,1,3,1.71,84.64,51,3,129000,144500,15,42000,131250,4,2,1,750,69845.65,47083.43,85000,86625,97850.64,1647.61,1360,8,5,2,1.33,1.67,0.67,469.67,41.57,3,86000,76500,105085,22,32,30,106186.56,123218.51,130000,103.46,102.77,61,0.94,102,1.04,8.4067,5.5769,4.48,1,68000,10625,2,4,2,0,0,10000,75000,6. 65+,"5. $40,000-$49,999",2014 Q4,Third Party Lending,6 Month,Refi-Cashout,Sub Prime,Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c4,Own,PT,Good,0.034,0.016,0.02,0.016,0.012941904,1.25,1.25,0.588235294,2.079441542
539,1420599,500,Marshall,TX,1.1,F,49204.8,426.65,49820,1,94000,0.18,0.53,585,N,N,N,Y,N,N,N,N,N,N,N,N,2,6,1,107.35,58,3,99000,140000,3,75000,108000,7,3,2,1638,85254.73,43735.53,94000,154154,98917.42,1360.86,1091.1,1,1,1,0,0,0,0,0,3,85000,108000,75000,283,29,214,95000,115000,79000,0,0,47,0.89,94,0.95,0,0,0,0,78000,17411,0,7,2,0,1100,0,0,3. 35-44,"5. $40,000-$49,999",2014 Q4,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Good,0.021900843,0.011607447,0.013988462,0.011607447,0.014548,1.205128205,1.205128205,0.638717949,2.079441542
540,1420604,500,Syracuse,NY,16.2,M,22935.37,519.49,23685,3,43000,0.18,0.55081,689,N,N,N,N,N,N,N,N,N,N,N,N,1.48,3.77,1.5432,155.39,105,4,34000,49900,8,20000,48000,8,5,1,1428,35130.09,22707.34,43000,43808,46688.57,3483.19,1020,6,0,2,1,0,0.7,9,6,4,25000,20118,32500,61,52.12,672,39900,39900,39900,70,84,175,0.85,57.4119,0.81,9,0,5.71,0,27000,-14473,8,25,14,0,1000,0,0,4. 45-54,"3. $20,000-$29,999",2015 Q1,Third Party Lending,5 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c4,Rent,FT,Good,0.043065231,0.02372093,0.037777778,0.02372093,0.031384615,1.592592593,1.592592593,0.877222222,2.079441542
541,1420614,450,Philadelphia,PA,2.07,M,42142.1,665,42400,1,80000,0.18,0.53,559,N,N,N,Y,N,Y,N,N,N,N,N,N,0,2,0.37,9,75,16,50000,115000,13,50000,115000,6,3,1,1114,65289.32,31001.93,80000,80155,81917.43,4378.36,740,7,2,4,1.17,0.67,1.33,13.46,11.98,16,80000,25000,1.00E+05,80,13,73,79126.47,82120.11,80000,226.01,153.75,106,1.8305,192.7335,0.9,12.2124,14.2958,12.03,1,55000,-554,0,15,2,0,825,0,0,4. 45-54,"5. $40,000-$49,999",2014 Q4,Third Party Lending,10 Yr,Refi-Cashout,Sub Prime,Non Current,OK,tenant,Refinance Transaction,urban,Over 75%,stable,stable,over supply,Under 3 mths,1,att.,c3,Own,PT,Bad,0.01745283,0.00925,0.013454545,0.00925,0.0074,1.454545455,1.454545455,0.770909091,2.014903021
542,1420617,750,Mantua,NJ,2.4,M,79068.4101,192,76850,1,145000,0.15,0.53,666,N,Y,N,N,Y,N,N,N,N,N,Y,Y,0,0,0.08,157.61,87,49,120000,2.00E+05,69,120000,2.00E+05,6,3,1,1468,145000,35000,145000,142545,158478.32,2518.06,1470,27,22,20,4.5,7.33,6.67,58.79,48.77,49,165000,157000,172000,104,120,100,160978.72,174734.06,190000,162.9,130.3,126,0.97,96,0.97,10.2714,11.0482,7.35,0,129000,29020,1,20,2,0,0,15000,150000,4. 45-54,"6. >$60,000",2014 Q4,Third Party Lending,6 Month,Refi-Cashout,Prime,Non Current,Default,vacant,Purchase Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,FT,Good,0.019128172,0.010137931,0.011395349,0.010137931,0.008546512,1.124031008,1.124031008,0.595736434,2.178528671
543,1420811,500,Greensboro,NC,90.18,F,25998.98,624.64,27470,1,36000,0.18,0.76306,653,N,N,N,N,N,Y,N,N,N,N,N,N,0,0,0.41,134.14,72.66,6.41,46496.4,95261.48,9.7,36393.9,84682.25,5.915,2.8,1.215,1277.31,37162.6,30152.53,43542,66391.48,49034.66,2194.4,640,6.22,2.44,2.59,0.9198,0.6977,0.8772,2.87,2.65,4.56,52135.1,47922.23,51206.8,98.56,118.53,88.86,61440.8,63208.2,82181.79,181.69,150.61,70.38,0.8311,84.0019,0.8697,0,0,0,0.46,33000,-2376.39,0,1,0,0,600,0,0,2. 25-34,"3. $20,000-$29,999",2014 Q4,Captive Lending,5 Yr,Purchase,Prime,Current,OK,vacant,Purchase Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Rent,PT,Good,0.023298143,0.017777778,0.019393939,0.014698452,0.01249834,1.090909091,1.319454545,0.832424242,2.079441542
544,1420825,500,Redford,MI,2.63,M,19999.18,735,20000,1,40000,0.15,0.5,542,N,Y,Y,N,N,N,N,N,N,N,Y,N,4,5,1.8396,104.65,64,9,20000,46000,45,3500,59900,6,3,1,1276,32502.79,13500,40000,43640,36550,850,840,25,16,4,4.17,5.33,1.33,4,6,9,18510,22550,17600,18,32,25,24900,26000,29900,48,73,50,0.83,85,0.96,0.96,1.13,6.77,1,25000,-1358,3,10,6,0,850,0,0,3. 35-44,"3. $20,000-$29,999",2014 Q4,Third Party Lending,6 Month,Refi-Cashout,Sub Prime,Current,Default,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,shortage,Under 3 mths,1,det.,c4,Rent,FT,Good,0.042,0.021,0.0336,0.021,0.047727273,1.6,1.6,0.8,2.079441542
545,1420838,600,Saint Cloud,FL,3.34,M,47746.6289,2031,47500,1,90000,0.15,0.52778,689,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.84,210,79,8,64000,124900,38,49900,152000,6,3,1.1,1475,79138.91,40500,90000,100300,90000,900,1070,15,11,12,2.5,3.67,4,8,10,8,81500,79900,97750,32,41,32,95000,93450,95000,63,91,91,0.96,94.11,0.97,3.2,2.72,2,1,82000,11044,1,20,4,0,1100,0,0,5. 55-64,"5. $40,000-$49,999",2014 Q4,Third Party Lending,15 Yr,Refi-Cashout,Prime,Non Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c4,Own,PT,Good,0.022526316,0.011888889,0.01304878,0.011888889,0.010946292,1.097560976,1.097560976,0.579268293,2.120259536
546,1420849,354.1666667,Kenner,LA,12.49,M,316050,671,316050,1,590000,0.15,0.53568,554,Y,N,N,N,Y,N,N,N,N,N,N,N,3,2,1.12,167.98,27,3,499000,995000,3,450000,535000,10,5,3.2,5246,500986.8,325000,590000,852294,630000,2800,2070,2,1,0,0.33,0.33,0,0,1,2,527500,450000,477688.49,178,8,78.48,339154.62,499000,756500,167.78,144,72,0.721,99.5,0.547,0,3.03,0,0,570000,232247,9,12,3,0,2880,0,0,2. 25-34,"6. >$60,000",2014 Q4,Third Party Lending,15 Yr,Refi-Cashout,Sub Prime,Non Current,Default,tenant,Other,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,FT,Bad,0.006549597,0.003508475,0.003631579,0.003508475,0.004333368,1.035087719,1.035087719,0.554473684,1.871802177
547,1420853,500,Newberry,SC,29.08,M,27500,809.17,27500,4,51000,0.15,0.53922,652,N,N,N,N,N,N,N,N,N,N,N,N,1.07,1.98,0.9214,104.67,32,24,11000,1.00E+05,13,10000,90000,5,3,1.1,1021,45358.34,33597.39,51000,51287,62500,625,790.6,10,3,0,1.67,1,0,11,20,24,50500,53000,0,103,51,0,47500,57450,59950,310,160,137,0.87,87.72,0,6.59,20,0,1,48000,8837,1,39,32,0,625,0,0,5. 55-64,"3. $20,000-$29,999",2014 Q4,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,Default,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,over supply,Over 6 mths,1,det.,c4,Own,FT,Good,0.028749091,0.015501961,0.016470833,0.015501961,0,1.0625,1.0625,0.572916667,2.079441542
548,1420854,500,Newberry,SC,26.15,M,28000,946.27,28000,4,52000,0.15,0.53846,652,N,N,N,N,N,N,N,N,N,N,N,N,1.74,3.05,1.0524,138.42,33,32,11000,1.00E+05,20,11800,90000,6,4,1,1119,46226.36,34989.24,52000,52168,60000,600,826.3,15,4,0,2.5,1.33,0,18,27,32,30000,34500,0,76,77,0,51250,58300,59950,300,195,151,0.85,84.64,0,7.2,20.3,0,1,49000,9217,1,39,32,0,625,0,0,5. 55-64,"3. $20,000-$29,999",2014 Q4,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,Default,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,over supply,Over 6 mths,1,det.,c4,Own,FT,Good,0.029510714,0.015890385,0.016863265,0.015890385,0,1.06122449,1.06122449,0.571428571,2.079441542
549,1420855,500,Prosperity,SC,22.22,M,29500,524.21,29500,4,55000,0.15,0.53636,652,N,N,N,N,N,N,N,N,N,N,N,N,1.88,3,1.0617,80.74,35,7,64900,195650,10,18100,192000,5,3,1,1072,58933.92,44927.4,55000,54605,58000,580,911.4,5,2,3,0.83,0.67,1,6,7,7,88001,112000,62000,27,71,65,174950,164900,185000,300,189,124,1,98.87,1,7.23,10.45,7,0,40000,-1640,1,39,32,0,580,0,0,5. 55-64,"3. $20,000-$29,999",2014 Q4,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,Default,tenant,Refinance Transaction,rural,25-75%,stable,stable,over supply,Over 6 mths,1,det.,c4,Own,FT,Good,0.030894915,0.016570909,0.022785,0.016570909,0.0147,1.375,1.375,0.7375,2.079441542
550,1420859,500,Charlotte,NC,84.76,M,63600,682.83,63600,4,120000,0.15,0.53,652,Y,N,N,N,N,N,N,N,N,N,N,N,0,2,0.45,98.94,13,8,88000,155000,25,54639,140250,6,3,2,1761,101259.07,52036.87,120000,144900,127570.03,2165.88,980,15,8,2,2.5,2.67,0.67,8,6,8,85200,95250,98500,65,45,40,90450,115000,125000,45,25,22,0.96,98,0.99,3.2,2.25,11.94,0,102000,20747,1,39,32,0,750,0,0,5. 55-64,"6. >$60,000",2014 Q4,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,Default,tenant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,FT,Good,0.015408805,0.008166667,0.009607843,0.008166667,0.009949239,1.176470588,1.176470588,0.623529412,2.079441542
551,1420866,500,Redford,MI,9.11,M,22000,90,22000,1,47000,0.15,0.62857,710,N,N,N,N,N,N,N,N,N,N,N,N,0.72,1.71,1.35504,7,63,18,29900,69900,46,11700,73000,5,3,1,931,37077.54,20154,47000,81277,49447.1,2503.57,840,28,15,3,4.67,5,1,30.13,24.8,18,43200,50128,31500,29,31,79,46953.89,50037.54,41894,147.7,137.92,52,0.93,104.65,0.84,9.3306,9.039,18,1,32000,-1403,1,3,0,0,850,5000,0,3. 35-44,"3. $20,000-$29,999",2014 Q4,Third Party Lending,6 Month,Purchase,Prime,Current,OK,vacant,Refinance Transaction,suburban,Over 75%,stable,stable,over supply,Under 3 mths,1,det.,c4,Own,PT,Good,0.038181818,0.01787234,0.02625,0.01787234,0.026666667,1.46875,1.46875,0.6875,2.079441542
552,1420868,500,Noblesville,IN,13.55,M,9771.17,309,25500,1,47000,0.15,0.54255,623,N,N,N,N,N,N,N,N,N,N,N,N,0,1,0.87,98.57,135,4,35000,59800,8,20100,98000,5,2,1,938,37635.46,41500,47000,52298,47250,750,882.1,6,1,2,1,0.33,0.67,6.29,5.76,4,42150,40100,43550,76,76,119,46350,41900,44950,182.84,168.75,87,0.91,96,0.97,8.2444,7.8508,5.97,1,39000,5036,25,1,25,0,800,0,0,2. 25-34,"3. $20,000-$29,999",2014 Q4,Third Party Lending,6 Month,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,FT,Good,0.034592157,0.018768085,0.022617949,0.018768085,0.020254879,1.205128205,1.205128205,0.653846154,2.079441542
553,1420912,600,Bargersville,IN,777.24,M,120585.0322,554.44,112360,2,212000,0.15,0.53,722,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0.62,132.79,1,5,2.00E+05,586000,4,230000,552000,9,4,3,3522,196591.26,118370.11,212000,392196,243283.64,2726.02,1810,0,2,2,0.33,0.67,0.67,0,0,5,2.00E+05,165000,191000,101,134,119,172000,201100,189400,110,123,134,0.97,98,0.95,0,0,7.46,0,180000,34813,4,30,2,0,4500,80000,550000,5. 55-64,"6. >$60,000",2014 Q4,Third Party Lending,6 Month,Refi-Cashout,Prime,Non Current,Default,vacant,Other,rural,25-75%,stable,stable,in balance,3-6 mths,1,det.,c5,Own,FT,Good,0.016108936,0.008537736,0.010055556,0.008537736,0.00947644,1.177777778,1.177777778,0.624222222,2.120259536
